,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
347,서울특별시,11,강남구,11680,315975,542856,대치중학교
348,서울특별시,11,관악구,11620,308066,542952,봉원중학교
349,서울특별시,11,강남구,11680,319484,542710,대왕중학교
350,서울특별시,11,관악구,11620,304800,542711,남서울중학교
351,서울특별시,11,관악구,11620,306273,542580,봉림중학교
352,서울특별시,11,관악구,11620,308353,542532,관악중학교
353,서울특별시,11,강남구,11680,317248,542436,개포중학교
354,서울특별시,11,송파구,11710,323076,542419,문현중학교
355,서울특별시,11,서초구,11650,310891,542526,이수중학교
356,서울특별시,11,관악구,11620,304829,542634,성보중학교
357,서울특별시,11,관악구,11620,305908,542504,신관중학교
358,서울특별시,11,동작구,11590,309297,542337,남성중학교
359,서울특별시,11,금천구,11545,303524,542402,한울중학교
360,서울특별시,11,금천구,11545,303881,542259,난곡중학교
361,서울특별시,11,서초구,11650,311060,541967,동덕여자중학교
362,서울특별시,11,금천구,11545,303613,542050,문성중학교
363,서울특별시,11,관악구,11620,304006,542017,미성중학교
364,서울특별시,11,금천구,11545,302521,541924,세일중학교
365,서울특별시,11,관악구,11620,307468,541830,서울문영여자중학교
366,서울특별시,11,관악구,11620,309032,541696,인헌중학교
367,서울특별시,11,서초구,11650,315652,541537,언남중학교
368,서울특별시,11,관악구,11620,305094,541579,남강중학교
369,서울특별시,11,관악구,11620,306872,541442,신림중학교
370,서울특별시,11,금천구,11545,302405,541274,가산중학교
371,서울특별시,11,관악구,11620,306697,541167,삼성중학교
372,서울특별시,11,관악구,11620,304879,541042,난우중학교
373,서울특별시,11,관악구,11620,305062,540923,광신중학교
374,서울특별시,11,금천구,11545,301798,540261,안천중학교
375,서울특별시,11,금천구,11545,304308,539331,동일중학교
376,서울특별시,11,금천구,11545,302730,539196,문일중학교
377,서울특별시,11,금천구,11545,303341,538736,시흥중학교
